主页链接,关注粉丝比,用户名,显示名称,粉丝数,关注数,XHunt评分,认证类型,关注状态,是否关注我,地区,个人简介
https://x.com/Ting775788520,0.840344653,@Ting775788520,ROSE,1973,1658,-,蓝V,已关注,是,"Bucheon-si, Republic of Korea",情绪化选手 AI初学者
https://x.com/web3kangkang,0.909281228,@web3kangkang,web3 | 康康,1433,1303,180068,蓝V,已关注,是,,"06 | 加密小学生一枚～🩵 
一级猎手 
二级肺雾 
web4 点评师（AI learning ）
内容不构成任何投资建议！| tg 频道：https://t.co/JUHmaNiJEm |
 -DYOR"
https://x.com/MaoStarX,1.168776371,@MaoStarX,卯星人,474,554,-,蓝V,已关注,是,,"白天上班，晚上观察人类。
有时候觉得这个世界挺荒谬的。"
https://x.com/Peng343,1.108108108,@Peng343,虎的 |TermMax,851,943,-,蓝V,已关注,是,,AI·科技 每日分享
https://x.com/elarazennotes,1.022292994,@elarazennotes,Miss 迷 ,628,642,-,蓝V,已关注,是,,"💜Seeking beauty and clarity. 
🌸生活美学与氛围 | 碳硅混血儿"
https://x.com/mickeyxiao5,4.313531353,@mickeyxiao5,Mickey Builds AI,303,1307,-,蓝V,已关注,是,,"白天：在一家传统行业公司，带团队做内部用的 AI 工作台
晚上：写代码、做内容，琢磨 AI 怎么真的跑进企业里
- 一个普通工程师的长期主义
- 不卖课、不带货。只写一线干过的事。"
https://x.com/Doboongkun,1.087840962,@Doboongkun,Doboongkun,2163,2353,-,蓝V,已关注,是,,bet on anything
https://x.com/SinTrading0,1.180239521,@SinTrading0,SinTrading | Nghẹo Crypto ,1670,1971,-,蓝V,已关注,是,,"Trading Crypto | Holder #BTC - #ETH | Admin Nghẹo Crypto | My Channel TG. 🇻🇳
https://t.co/pabTJyM3sh"
https://x.com/ganluluo,1.671179884,@ganluluo,闲云野汉,517,864,-,蓝V,已关注,是,,一个幻想着乌托邦世界的底层牛马～
https://x.com/bitpanda88,2.456834532,@bitpanda88,半大熊猫,556,1366,-,蓝V,已关注,是,,"· AI 实习生 · 加密半吊子 · 美股小学生 ·
· 尽量记录真实的自己 ·
· 若有一日乘风起，扶摇直上九万里 ·"
https://x.com/Rain0ust,0.827098919,@Rain0ust,雨尘,1203,995,-,蓝V,已关注,是,,线下英语老师｜IELTS 7.0，冲 8.0 中｜专注 Web3 英文原文拆解：白皮书、公告、研报、项目资料｜免费分享，帮你在Web3的世界里用英语被认真对待，不止是“读懂”，是被“听见”
https://x.com/gdzj1005,0.808253968,@gdzj1005,牛弹琴,1575,1273,-,蓝V,已关注,是,,"记录链上生活。
顺风不浪，逆风不怂。
2021年入行，
资深老黑奴及老韭菜。
stoup.eth"
https://x.com/BryantHump46165,1.266881029,@BryantHump46165,kangaroo001,622,788,-,蓝V,已关注,是,,
https://x.com/147DD1,1.527675277,@147DD1,旧年,1626,2484,-,蓝V,已关注,是,,Polymarket老鸟 | 每日空投+预测市场情报 | 闲钱玩乐，DYOR
https://x.com/zhu_xiao_ye,1.398753894,@zhu_xiao_ye,猪小野,642,898,-,蓝V,已关注,是,,"顶级大厂从业者 
vibe coding | ai engineer | game developer 
股票投资 | 游戏出海 | web3.0
欢迎蓝v互关"
https://x.com/fuwa2023,1.196193265,@fuwa2023,k1pRunning,683,817,-,蓝V,已关注,是,广州,有关必回，一起加油
https://x.com/DarthKazamaAo,4.534383954,@DarthKazamaAo,反派角色,698,3165,-,蓝V,已关注,是,"Auckland, New Zealand",🇳🇿 直男 万物皆虚 万事皆允
https://x.com/FMudpee62928,1.049723757,@FMudpee62928,Funny_mudpee,362,380,-,蓝V,已关注,是,Fukuoka City Chuo Ward,真実を語る
https://x.com/ZhuJianXuan88,2.398019802,@ZhuJianXuan88,Mr Zhu,505,1211,-,蓝V,已关注,是,Shanghaa,Maya
https://x.com/LeopLeo69277,1.141148325,@LeopLeo69277,Leop Leo,418,477,-,蓝V,已关注,是,worldwide,SFW AI Art | 競馬の予想もやってます🐎💶 | Football Lover⚽️ | Memes
https://x.com/harleybox,1.996784566,@harleybox,Harley 哈雷,311,621,-,蓝V,已关注,是,美国,"码农 · AI 科技玩具收集者 
记录那些折腾过的、后悔过的、还没想清楚的事
生活在美国的国人
🎙️ AI Tech 双语聊天室|两个老外用中英双语聊 AI 与科技,看懂趋势顺便练英语。每周更新👇  
https://t.co/Mw9WhmB18E
📱 配套 App「HearBrew」—— 刷双语短视频"
https://x.com/XiaoheiSpring,1.430252101,@XiaoheiSpring,xiaohei_spring,595,851,-,蓝V,已关注,是,People's Republic of China,"独立开发者｜大龄程序员 | AI学习者 | 知识分享者 
Software Architect ｜ Older Programmer | AI Learner | Knowledge Sharer | Mutuals
#蓝v互关 #有关必回 #诚信互关 互关互关 永不取关 #Mutuals"
https://x.com/easywaydata,1.316239316,@easywaydata,易小维,351,462,-,蓝V,已关注,是,China,"专注飞书多维表格，AI办公自动化
AI和飞书多维表格的结合是未来的办公趋势
80后老登，不过最喜欢冲在科技前沿阵地！"
https://x.com/GuzideErbas34,0.959225558,@GuzideErbas34,Güzide E. Mertcan,40442,38793,-,蓝V,已关注,是,"İstanbul, Türkiye","15 Yıllık Öğretmen ✨  
Binlerce evlada ışık oldum 🤲🏻
Öğretmenlik anıları • Filistin • Motivasyon  
DM kapalı ❌"
https://x.com/haoliucha,1.06017192,@haoliucha,刘叉｜增长运营,349,370,-,蓝V,已关注,是,,主要聊内容、转化、反馈、复盘。
https://x.com/DLy0909,1.215568862,@DLy0909,不慌船长Reed Kane,501,609,-,蓝V,已关注,是,,
https://x.com/CC_kyjek,2.942013129,@CC_kyjek,CC_kyj,914,2689,-,蓝V,已关注,是,,"985 本硕 目前为vLM Engineer ,并做图像处理，接触美股投资中。同时处于年少迷茫期中，希望诸君看完我的碎碎念会与我产生某种情感上的连接。"
https://x.com/jayden_wong881,1.315937941,@jayden_wong881,Jayden,709,933,-,蓝V,已关注,是,,"Crystal & Resin Dreamer
Turning everyday moments, laughs & memories into sparkly resin treasures.
Humor lover | Small joys collector
DMs open for chat~"
https://x.com/cuckoofund,4.375770021,@cuckoofund,布谷工作室.eth,487,2131,-,蓝V,已关注,是,,"#网络广告  #营销策划  #区块链营销  #加密货币
专注于加密货币广告营销策划"
https://x.com/0xDogeKnight,0.995744681,@0xDogeKnight,零一BNB,470,468,-,蓝V,已关注,是,,"短线合约交易员
寻找流动性，而不是方向
不追涨跌，只收割情绪"
https://x.com/lixuwen31627,3.190647482,@lixuwen31627,金道恒通,556,1774,-,蓝V,已关注,是,海口,"90后投资者、2020韭菜｜推崇：价值投资、巴菲特、芒格、段永平 ｜       
 研究：Crypto、美股、A股、Ai 科技、贵金属

Trade to Cross Asset | a0-a 9 Full Cycle | Lifetime Trader Forward"
https://x.com/Agss249,1.379790941,@Agss249,起来,1435,1980,-,蓝V,已关注,是,,
https://x.com/0xPandaK,0.868975904,@0xPandaK,流动性观察者,664,577,-,蓝V,已关注,是,,🐼铭文探索者 | NFT鉴赏家 | 一级项目领航员 🔍
https://x.com/lixin32046,1.602564103,@lixin32046,lixin 「G」,390,625,-,蓝V,已关注,是,lixin32046,
https://x.com/hashkey666,1.131707317,@hashkey666,夜行—ETH,410,464,-,蓝V,已关注,是,,"HODLing & Building ⚡
18年进圈老人，打狗，套利，撸毛都玩过，有兴趣一起讨论
广场万粉小博主，推特刚刚开新号，有哥姐一起可以互关
Web3 • AI • Crypto
探索 AI × 区块链，共建去中心化未来"
https://x.com/youtopialee,1.149152542,@youtopialee,youtopialee,590,678,-,蓝V,已关注,是,,infj /摄影师/AI爱好者/web3 安全卫士
https://x.com/Jungle2046,1.03470437,@Jungle2046,丛中笑,778,805,-,蓝V,已关注,是,"New York, USA","#蓝V互关 | RV players, like freedom, love travel, photography, cycling, mountain climbing, camping, hiking, gossip, and see the world"
https://x.com/zeiss_20,1.960784314,@zeiss_20,昆山龙哥,357,700,-,蓝V,已关注,是,1,1
https://x.com/WillOfShen,2.010893246,@WillOfShen,Will(互相关注follow),459,923,-,蓝V,已关注,是,Asia & the markets,"35岁上班族 
下班实操美股 & BTC 
只做低风险、可复制的普通人方案 |分享真实持仓参考|分享个人人生感悟"
https://x.com/thjhanjie,1.022522523,@thjhanjie,Thanj1e.,444,454,-,蓝V,已关注,是,"Central Region, Singapore",
https://x.com/guti12688,6.734513274,@guti12688,0xdaily,339,2283,-,蓝V,已关注,是,,
https://x.com/GoJeonPa1996,0.975433526,@GoJeonPa1996,盐袋,692,675,-,蓝V,已关注,是,,"生活记事本
发些好玩有趣、值得思考的东西
只要不是黄推都会回关的"
https://x.com/Wedyan_China,0.93955095,@Wedyan_China,China Insights,4053,3808,-,蓝V,已关注,是,,
https://x.com/HLsbpd,1.05915493,@HLsbpd,米克朗基罗,355,376,-,蓝V,已关注,是,"California, USA","咱不吹牛逼的说
吃香的喝辣的裤衩子穿最大的"
https://x.com/freedomfish666,2.805555556,@freedomfish666,Freedom,504,1414,-,蓝V,已关注,是,,感悟生活，分享快乐！微笑每一天😊
https://x.com/wenhui778,1.534391534,@wenhui778,问回社,567,870,-,蓝V,已关注,是,,树洞有问必有回
https://x.com/ZhouShunin89396,0.978851964,@ZhouShunin89396,Destined Miss,662,648,-,蓝V,已关注,是,,miss了TSLA爆发、PLTR起飞、NVDA狂飙，还错过了存储大牛！
https://x.com/Chenchen0545,1.074884793,@Chenchen0545,老钱｜Web3,868,933,-,蓝V,已关注,是,"中区, 新加坡","工作能保住就保住

保不住——到时候再想办法。现在想也没用

每天把班上了，把孩子带了，游戏打了"
https://x.com/D888S168,1.036793693,@D888S168,社恐研究员,761,789,-,蓝V,已关注,是,Japan,一个有趣的灵魂，渴望在web3加密领域中获得自由，一级市场的小韭菜
https://x.com/Acxel_Ambrosi,1.255060729,@Acxel_Ambrosi,BTC魔法师,741,930,-,蓝V,已关注,是,币圈你需要的全部工具👉,PolyMarket官方注册链接：https://t.co/8vStbpfnMD 预测市场最快的跟单平台PolyCop：https://t.co/R13h1ifmOK 加入我的PolyMarket电报群：https://t.co/LuUUIlkGIL
https://x.com/Love1mothe,1.032986111,@Love1mothe,北辰溯兴|conrad,1728,1785,-,蓝V,已关注,是,,"🔥AI实践落地|  媒体营销CTO | 认知升维🔥
AI产品构建 & 商业落地方案 & 企业AI化升级100+
🎨探索极致Taste｜🚫Reduce mediocre output"
https://x.com/HarmonMuzi,1.634948097,@HarmonMuzi,9,1156,1890,-,蓝V,已关注,是,,“往者不可谏，来者犹可追.”
https://x.com/xiaomin06048391,1.333769634,@xiaomin06048391,xiaoming,764,1019,-,蓝V,已关注,是,,关注AIDD，应用AIDD对小分子在保健品以及化妆品中的应用
https://x.com/xugang0808,1.767088608,@xugang0808,太白浮云,395,698,-,蓝V,已关注,是,中国,中国人，党员，HR。有正经稳定的工作，所以不玩币，不炒股，不教人挣钱，不卖课，不做自媒体。只想趁着这波AI浪潮跟着各位大佬们学习一点AI的知识，了解一些前沿的信息。
https://x.com/CNYYNB,0.986857826,@CNYYNB,FutureNotesCC,837,826,-,蓝V,已关注,是,未来时代中心,"观察科技、生活、未来趋势和全球热点。Less noise, more context for a changing world."
https://x.com/seiunn04,4.108626198,@seiunn04,测地线上的魔法使,313,1286,-,蓝V,已关注,是,"Davis,CA",雨上がりの一番星
https://x.com/zeroninelj,0.956521739,@zeroninelj,Zeronine,460,440,-,蓝V,已关注,是,你的家里,纯情绪币圈合约选手 #BTC #ETH｜普通上班族｜街舞十级｜最宝贵的是自由♐
https://x.com/sunwen19931211,0.963128492,@sunwen19931211,雾大看不清,895,862,-,蓝V,已关注,是,"Wan Chai District, Hong Kong",野生比特币信徒 & BTC/RWA 独立交易者｜前金融从业者｜曼彻斯特大学金融硕士｜美股+加密跨市场实盘｜
https://x.com/lorian_fun,0.917525773,@lorian_fun,Lorian (互fo),582,534,-,蓝V,已关注,是,,"五年全栈 / AI Coding / 二级低倍交易

个人web：https://t.co/lxCoqrooDc"
https://x.com/Ksoulness,0.991150442,@Ksoulness,Catch.,678,672,-,蓝V,已关注,是,,"🇨🇳中国留子｜🎓华籍华人
✈️梦游40国0落地｜🏫加里顿学校
🏆诺贝尔和平奖觊觎者｜🚩熟练掌握🇨🇳语言
💻精通Ctrl+C Ctrl+V｜💻PDD专业买手
🏄冲浪达人｜🐶土狗一级鉴赏师
🧘亏钱后顿悟型选手｜😭项目方最爱的精准抄顶用户
🚀牛市还没来我先疯了｜💰个人存款高达50W欢乐豆"
https://x.com/Arron066,1.446322068,@Arron066,Arron,1006,1455,-,蓝V,已关注,是,,普普通通的小人物，学无止境，永远保持学习的心态
https://x.com/RealMAGAtard,1.212631579,@RealMAGAtard,MAGAtard ,5700,6912,-,蓝V,已关注,是,White House,"Exposing Trump’s lies faster than he can invent new ones.
Pro-Ukraine. Anti-authoritarian.
Follow if you’re here to fight back."
https://x.com/i_can_fix_bugs,2.023738872,@i_can_fix_bugs,Undefined（蓝V互关）,337,682,-,蓝V,已关注,是,San Francisco,"🛠️ Builder | AI Agents | Architecture | Product
AI | 系统架构 | 产品思考
SF | 欢迎互关 | All opinions my own."
https://x.com/theRealNinoJay,0.935912938,@theRealNinoJay,etron街溜子,827,774,-,蓝V,已关注,是,,街溜子第一人
https://x.com/umupapa_,1.56784141,@umupapa_,Umupapa,2270,3559,-,蓝V,已关注,是,,"I don't chill🤼🏾 

With fuckin niggaz🌝🌞

//Man city💙"
https://x.com/Tamz520,0.962460897,@Tamz520,广式柒头,959,923,-,蓝V,已关注,是,Near 0.5km,"柒彩云端汇青蓝，
头顶万象聚飞鸟。
互助赢来千帆留，
关山不阻众心步。"
https://x.com/yulan666,0.910764873,@yulan666,宝宝,706,643,-,蓝V,已关注,是,,"🎊AI商业化观察｜Web3长期主义
🦄加密市场研究｜自媒体增长实践者
略懂梅花，六壬
不要只追风口，要学会理解风为什么会吹。"
https://x.com/DnJiavc,1.209836066,@DnJiavc,Dn.Jia,610,738,-,蓝V,已关注,是,,AIA（All in AI）投资组合主理人；前外企高级技术顾问；自驾达人（曾SUV环游全国）；目前正在Gap，公路旅行。
https://x.com/AurivianJl,1.343373494,@AurivianJl,Aurivian,332,446,-,蓝V,已关注,是,,每日复述：我是天才交易员
https://x.com/sunkaixuan1718,1.380841121,@sunkaixuan1718,GoalTrader,428,591,-,蓝V,已关注,是,旧金山,"Where football meets money 💰
Turning goals into gains ⚽📊
Daily insights & viral moments"
https://x.com/EATINGGIRL10K,1.128388017,@EATINGGIRL10K,EATING_GIRL,701,791,-,蓝V,已关注,是,,正在消化，这个灰色的世界
https://x.com/divid_lu49394,2.194992636,@divid_lu49394,larrymask,3395,7452,-,蓝V,已关注,是,洛杉矶,"THE FUTURE
WON’T WAIT FOR ANYONE.
AI工具｜自动化｜科技趋势
每天分享真正有用的AI玩法
商业｜认知｜财富逻辑
分享真实世界运行规则
Future Society Observer
研究AI如何改变：
工作、财富、人与社会。
多数人意识到时，
往往已经太晚了。"
https://x.com/SophiaW89064811,1.486111111,@SophiaW89064811,小灰灰,432,642,-,蓝V,已关注,是,,"🛠️ AI 学习者：探索 AI 工具与开发者转型的新边界。
📈 关注股票/房产
📮 探索技术、财富与生活的交集。"
https://x.com/TianMindAI,1.369747899,@TianMindAI,天智（TianMind）,476,652,-,蓝V,已关注,是,,"区块链开发者｜Web3 数据与市场结构观察
AI Coding / Agent 工具链｜CS 本科
Building TianMind & Kunming Tech Radar"
https://x.com/voidJan,0.962962963,@voidJan,米多多,1269,1222,-,蓝V,已关注,是,,"不是 KOL，也不想装导师。
只是一个长期在市场、代码和流量池里摸爬滚打的人。
这里记录判断、实验、踩坑与偶尔的灵光一现。
看见即缘分，互动有来有往。
2017 年入圈的老韭菜，
研究 BTC，沉迷山寨，长期在暴富幻想和回本现实之间拉扯。
写 Web3，也拆算法；做自动化，也做内容流
相信认知能慢慢涨，至少别再白亏。"
https://x.com/QiwenYuanvth6,1.152985075,@QiwenYuanvth6,Qiwenhaha,1072,1236,-,蓝V,已关注,是,,
https://x.com/LovePeaceCHN,5.737616099,@LovePeaceCHN,Love peaceNATprotects BTC,1292,7413,-,蓝V,已关注,是,Earth,"⌛ 
▫️Observing Bitcoin Long-Term Security
▫️Digital Matter Theory
▫️DMT-NAT

https://t.co/GU5zOKH1NY

https://t.co/Cjk1g1D74E

https://t.co/ruQKyRJl0S"
https://x.com/lirenzhun520,2.809931507,@lirenzhun520,帅气耐心的阿森,584,1641,-,蓝V,已关注,是,"Central Region, Singapore","投资加密货币｜美股｜大a｜                   
交易学习｜成长复盘｜                         
每日不断技术面分析｜
长期持有:  BTC  ETH  BNB ｜

#btc  #eth #BNB"
https://x.com/JamesMirrors,1.096938776,@JamesMirrors,大开,392,430,-,蓝V,已关注,是,,
https://x.com/Survive680,1.081761006,@Survive680,Coffee,477,516,-,蓝V,已关注,是,,
https://x.com/JayNam2878,0.808861053,@JayNam2878,Jay | Web3 Insights,4311,3487,-,蓝V,已关注,是,"On-chain, Web3, Decentralized","Researching Web3, DeFi, and blockchain adoption 🚀
Exploring on-chain trends | Early-stage projects
Alpha & insights on blockchain projects. 🇨🇦 🇰🇷"
https://x.com/MentalOutcrypto,1.066795741,@MentalOutcrypto,加密心理掌握,1033,1102,-,蓝V,已关注,是,香港,"飞机群: https://t.co/i5TeVRLnLN
本群策略每晚22.30发布固定一单，请大家定好闹钟，每晚记得来接送最新策略。
有什么问题也可以私信交流，交个朋友🤝🤝"
https://x.com/CrazyFailsFacts,0.988945324,@CrazyFailsFacts,Kralın Sayfası,3347,3310,-,蓝V,已关注,是,,"Dünyanın en eğlenceli, en komik ve en ilginç videoları burada! 🔥 Her gün yenileniyor. Takip et  🤫😅"
https://x.com/QM6389102979563,1.029141104,@QM6389102979563,Uchipo ferret,652,671,-,蓝V,已关注,是,Japan,"奇妙で珍しい話をいくつか紹介します 
Love Twitter and Musk! Your fans forever"
https://x.com/van5312,1.084632517,@van5312,LZ,449,487,-,蓝V,已关注,是,,"金融｜ IT｜地产｜币圈｜科技｜AI｜
豪宅｜玄学｜股市｜政治｜自媒体｜
以上全都不懂"
https://x.com/XSY_117,0.969123506,@XSY_117,xiaoshayu,1004,973,-,蓝V,已关注,是,地球,I like beautiful things.
https://x.com/MMXZ_FIRE,1.046442688,@MMXZ_FIRE,木木熙,1012,1059,-,蓝V,已关注,是,"New York, USA","普通打工人 | 目标实现500万净资产辞职 
每月定投美股+BTC | 期权卖方 + 黄金期货实战 
真实资产月报 + 持仓复盘 | 记录普通人FIRE之路"
